time,e,n,u,do,label
2012-03-22,-1.429,-0.289,-0.659,56008.0,0.0
2012-03-23,-0.226,-0.434,-0.18,56009.0,0.0
2012-03-24,-0.843,1.468,0.002,56010.0,0.0
2012-03-25,-1.081,-0.556,-1.722,56011.0,0.0
2012-03-26,1.305,0.495,-1.247,56012.0,0.0
2012-03-27,-0.782,0.738,-3.041,56013.0,0.0
2012-03-28,-0.056,0.96,-1.967,56014.0,0.0
2012-03-29,-1.195,1.007,-0.545,56015.0,0.0
2012-03-30,0.244,-0.408,-0.341,56016.0,0.0
2012-03-31,1.191,-0.13,-0.377,56017.0,0.0
2012-04-01,0.572,0.194,-0.549,56018.0,0.0
2012-04-02,-1.525,0.807,-1.273,56019.0,0.0
2012-04-03,-0.601,1.16,-1.156,56020.0,0.0
2012-04-04,-2.322,0.379,-1.157,56021.0,0.0
2012-04-05,-1.743,-0.441,-1.882,56022.0,0.0
2012-04-06,-1.285,0.228,-0.97,56023.0,0.0
2012-04-07,0.271,-0.01,-0.175,56024.0,0.0
2012-04-08,-1.109,0.565,1.105,56025.0,0.0
2012-04-09,-0.81,0.041,-0.816,56026.0,0.0
2012-04-10,-1.08,-0.204,-0.704,56027.0,0.0
2012-04-11,0.03,-0.419,0.122,56028.0,0.0
2012-04-12,0.605,0.212,-1.264,56029.0,0.0
2012-04-13,-1.377,-0.214,-0.165,56030.0,0.0
2012-04-14,-0.618,-0.204,-1.815,56031.0,0.0
2012-04-15,0.135,0.397,-0.848,56032.0,0.0
2012-04-16,-1.1,-0.218,-0.703,56033.0,0.0
2012-04-17,0.733,-1.559,-0.304,56034.0,0.0
2012-04-18,-0.953,-0.192,-0.949,56035.0,0.0
2012-04-19,-0.273,-0.57,-0.893,56036.0,0.0
2012-04-20,0.237,0.07,-1.963,56037.0,0.0
2012-04-21,0.058,-0.937,-0.389,56038.0,0.0
2012-04-22,-2.828,-0.022,-2.222,56039.0,0.0
2012-04-23,0.364,-1.137,-0.349,56040.0,0.0
2012-04-24,1.355,-0.648,-1.49,56041.0,0.0
2012-04-25,-0.995,-1.22,-1.23,56042.0,0.0
2012-04-26,-0.558,0.609,-0.947,56043.0,0.0
2012-04-27,-0.294,-0.446,-1.472,56044.0,0.0
2012-04-28,-0.892,-1.688,-0.048,56045.0,0.0
2012-04-29,-0.3,-2.248,-1.738,56046.0,0.0
2012-04-30,-1.573,-0.637,-2.655,56047.0,0.0
2012-05-01,-0.293,-0.142,-1.507,56048.0,0.0
2012-05-02,-0.662,-1.172,-1.652,56049.0,0.0
2012-05-03,-0.201,-1.702,-1.055,56050.0,0.0
2012-05-04,-0.721,-0.526,-1.182,56051.0,0.0
2012-05-05,0.356,0.162,-0.439,56052.0,0.0
2012-05-06,-0.45,-0.175,-1.254,56053.0,0.0
2012-05-07,0.407,0.264,-0.139,56054.0,0.0
2012-05-08,1.13,0.751,-0.334,56055.0,0.0
2012-05-09,0.341,-0.458,-1.738,56056.0,0.0
2012-05-10,-0.018,0.155,-2.553,56057.0,0.0
2012-05-11,0.677,0.961,-1.252,56058.0,0.0
2012-05-12,-1.513,0.258,-1.314,56059.0,0.0
2012-05-13,-0.236,0.1,-1.143,56060.0,0.0
2012-05-14,-0.315,-0.319,-1.698,56061.0,0.0
2012-05-15,0.263,0.12,-1.077,56062.0,0.0
2012-05-16,-0.309,2.227,-0.72,56063.0,0.0
2012-05-17,-1.135,-0.269,-0.871,56064.0,0.0
2012-05-18,-0.401,1.049,-1.164,56065.0,0.0
2012-05-19,-0.694,-0.633,-0.75,56066.0,0.0
2012-05-20,-0.282,0.73,-1.074,56067.0,0.0
2012-05-21,0.164,0.529,1.029,56068.0,0.0
2012-05-22,-1.276,-0.385,-1.171,56069.0,0.0
2012-05-23,-0.113,0.253,-0.184,56070.0,0.0
2012-05-24,0.097,1.226,-0.835,56071.0,0.0
2012-05-25,0.074,0.009,-1.276,56072.0,0.0
2012-05-26,-1.182,0.707,-1.658,56073.0,0.0
2012-05-27,-1.157,0.675,-0.809,56074.0,0.0
2012-05-28,-1.339,1.493,-1.688,56075.0,0.0
2012-05-29,-0.795,-0.375,-0.304,56076.0,0.0
2012-05-30,1.229,1.593,0.068,56077.0,0.0
2012-05-31,0.734,0.555,-0.02,56078.0,0.0
2012-06-01,0.415,1.064,-0.267,56079.0,0.0
2012-06-02,-0.646,2.225,-1.729,56080.0,0.0
2012-06-03,1.246,0.681,0.013,56081.0,0.0
2012-06-04,0.201,1.345,-0.038,56082.0,0.0
2012-06-05,-1.14,0.154,-0.103,56083.0,0.0
2012-06-06,0.393,0.732,0.843,56084.0,0.0
2012-06-07,0.502,1.371,-1.462,56085.0,0.0
2012-06-08,-1.228,0.832,-0.303,56086.0,0.0
2012-06-09,-0.101,0.691,-0.523,56087.0,0.0
2012-06-10,-0.535,0.376,-0.548,56088.0,0.0
2012-06-11,-1.078,0.107,-2.242,56089.0,0.0
2012-06-12,0.214,0.122,-2.211,56090.0,0.0
2012-06-13,0.676,0.735,0.93,56091.0,0.0
2012-06-14,-1.792,-0.304,-0.529,56092.0,0.0
2012-06-15,-0.261,-0.762,-0.353,56093.0,0.0
2012-06-16,0.145,1.397,-0.215,56094.0,0.0
2012-06-17,0.283,0.798,-0.355,56095.0,0.0
2012-06-18,0.963,-0.24,0.047,56096.0,0.0
2012-06-19,-0.708,0.639,-0.55,56097.0,0.0
2012-06-20,-0.182,0.278,0.256,56098.0,0.0
2012-06-21,-0.257,1.485,-0.672,56099.0,0.0
2012-06-22,-0.269,0.568,-0.039,56100.0,0.0
2012-06-23,-2.039,1.383,0.444,56101.0,0.0
2012-06-24,-1.92,0.705,-0.601,56102.0,0.0
2012-06-25,-0.215,0.662,0.052,56103.0,0.0
2012-06-26,-1.044,1.138,-0.188,56104.0,0.0
2012-06-27,-1.109,-0.025,0.724,56105.0,0.0
2012-06-28,0.412,0.457,0.005,56106.0,0.0
2012-06-29,0.529,0.006,0.325,56107.0,0.0
2012-06-30,-0.752,1.242,0.44,56108.0,0.0
2012-07-01,-1.371,0.673,-1.772,56109.0,0.0
2012-07-02,0.537,0.955,0.133,56110.0,0.0
2012-07-03,-0.213,-0.031,-0.35,56111.0,0.0
2012-07-04,-0.843,0.489,0.138,56112.0,0.0
2012-07-05,-0.045,0.5,-0.751,56113.0,0.0
2012-07-06,-1.696,0.339,-1.234,56114.0,0.0
2012-07-07,0.815,1.376,0.269,56115.0,0.0
2012-07-08,0.198,1.716,-1.889,56116.0,0.0
2012-07-09,0.618,0.832,-0.93,56117.0,0.0
2012-07-10,0.255,-0.926,-1.241,56118.0,0.0
2012-07-11,-0.425,1.335,-0.788,56119.0,0.0
2012-07-12,2.211,0.153,-1.112,56120.0,0.0
2012-07-13,0.885,0.307,-0.139,56121.0,0.0
2012-07-14,-1.184,0.003,-1.57,56122.0,0.0
2012-07-15,-1.277,2.549,-1.424,56123.0,0.0
2012-07-16,1.079,0.347,-1.359,56124.0,0.0
2012-07-17,1.459,-0.401,-1.744,56125.0,0.0
2012-07-18,-0.75,0.501,-1.714,56126.0,0.0
2012-07-19,-0.588,1.206,-1.017,56127.0,0.0
2012-07-20,-0.447,1.125,-1.226,56128.0,0.0
2012-07-21,-1.066,2.306,-0.798,56129.0,0.0
2012-07-22,0.524,1.927,0.961,56130.0,0.0
2012-07-23,0.479,0.332,-0.523,56131.0,0.0
2012-07-24,-1.389,1.819,-1.779,56132.0,0.0
2012-07-25,-1.491,1.952,-1.871,56133.0,0.0
2012-07-26,-1.167,1.519,0.508,56134.0,0.0
2012-07-27,-0.04,0.043,-1.373,56135.0,0.0
2012-07-28,0.684,-0.344,0.143,56136.0,0.0
2012-07-29,-0.655,1.065,-1.28,56137.0,0.0
2012-07-30,0.358,0.652,-0.488,56138.0,0.0
2012-07-31,-0.525,1.988,-1.659,56139.0,0.0
2012-08-01,-0.864,1.674,-0.495,56140.0,0.0
2012-08-02,0.25,0.897,-0.002,56141.0,0.0
2012-08-03,-1.902,1.076,-0.031,56142.0,0.0
2012-08-04,1.268,1.745,-0.519,56143.0,0.0
2012-08-05,0.521,1.228,-0.92,56144.0,0.0
2012-08-06,-0.403,1.774,-0.798,56145.0,0.0
2012-08-07,-0.717,1.166,0.904,56146.0,0.0
2012-08-08,-0.334,1.438,0.766,56147.0,0.0
2012-08-09,-0.163,2.032,-0.948,56148.0,0.0
2012-08-10,0.46,1.722,-0.498,56149.0,0.0
2012-08-11,-1.168,0.578,-0.277,56150.0,0.0
2012-08-12,-0.434,2.494,0.158,56151.0,0.0
2012-08-13,-1.335,2.133,-0.396,56152.0,0.0
2012-08-14,-0.374,3.059,-0.277,56153.0,0.0
2012-08-15,-1.005,1.551,-0.148,56154.0,0.0
2012-08-16,-0.423,1.804,-0.612,56155.0,0.0
2012-08-17,0.031,1.27,-1.058,56156.0,0.0
2012-08-18,0.2,-0.032,-1.779,56157.0,0.0
2012-08-19,-0.433,1.72,-2.113,56158.0,0.0
2012-08-20,0.946,0.347,0.114,56159.0,0.0
2012-08-21,-0.034,1.143,-0.335,56160.0,0.0
2012-08-22,1.264,2.051,-0.249,56161.0,0.0
2012-08-23,-0.73,0.94,0.558,56162.0,0.0
2012-08-24,0.125,1.901,0.306,56163.0,0.0
2012-08-25,-0.493,2.499,-0.804,56164.0,0.0
2012-08-26,1.094,1.063,0.843,56165.0,0.0
2012-08-27,-0.375,0.804,-0.369,56166.0,0.0
2012-08-28,-1.166,1.392,0.963,56167.0,0.0
2012-08-29,-0.316,2.254,-0.956,56168.0,0.0
2012-08-30,-0.106,1.818,1.514,56169.0,0.0
2012-08-31,-1.068,1.847,-0.481,56170.0,0.0
2012-09-01,-0.55,1.312,0.317,56171.0,0.0
2012-09-02,0.089,-0.019,-0.089,56172.0,0.0
2012-09-03,0.771,2.28,-0.331,56173.0,0.0
2012-09-04,-0.707,1.895,-0.995,56174.0,0.0
2012-09-05,-0.383,1.187,1.407,56175.0,0.0
2012-09-06,-1.186,2.269,-0.867,56176.0,0.0
2012-09-07,-0.373,1.291,-0.677,56177.0,0.0
2012-09-08,-0.687,0.721,0.572,56178.0,0.0
2012-09-09,0.973,2.05,-0.463,56179.0,0.0
2012-09-10,-1.046,0.381,0.138,56180.0,0.0
2012-09-11,-1.385,1.459,-0.73,56181.0,0.0
2012-09-12,-1.784,2.498,-0.081,56182.0,0.0
2012-09-13,0.513,1.974,0.659,56183.0,0.0
2012-09-14,-0.592,2.624,0.226,56184.0,0.0
2012-09-15,0.185,1.832,-0.057,56185.0,0.0
2012-09-16,-0.602,1.985,-0.103,56186.0,0.0
2012-09-17,-0.439,3.829,0.23,56187.0,0.0
2012-09-18,0.395,2.783,-0.366,56188.0,0.0
2012-09-19,0.528,2.997,-0.226,56189.0,0.0
2012-09-20,0.708,1.46,0.54,56190.0,0.0
2012-09-21,-0.945,2.423,0.502,56191.0,0.0
2012-09-22,-0.423,2.495,-0.835,56192.0,0.0
2012-09-23,2.313,2.361,0.676,56193.0,0.0
2012-09-24,-1.483,1.027,0.093,56194.0,0.0
2012-09-25,-0.553,1.625,0.276,56195.0,0.0
2012-09-26,-0.348,3.202,-1.923,56196.0,0.0
2012-09-27,-0.508,3.36,-1.338,56197.0,0.0
2012-09-28,-0.705,2.676,0.002,56198.0,0.0
2012-09-29,0.825,2.737,0.983,56199.0,0.0
2012-09-30,-0.495,3.431,0.562,56200.0,0.0
2012-10-01,-0.439,2.246,0.223,56201.0,0.0
2012-10-02,0.018,2.56,-1.552,56202.0,0.0
2012-10-03,-0.45,2.318,0.593,56203.0,0.0
2012-10-04,0.133,3.56,-0.498,56204.0,0.0
2012-10-05,0.46,3.075,-0.616,56205.0,0.0
2012-10-06,-0.087,2.246,-1.395,56206.0,0.0
2012-10-07,1.02,1.408,-1.529,56207.0,0.0
2012-10-08,0.235,1.946,-0.459,56208.0,0.0
2012-10-09,-1.338,1.014,-0.809,56209.0,0.0
2012-10-10,-0.375,1.838,0.422,56210.0,0.0
2012-10-11,-0.122,2.74,0.834,56211.0,0.0
2012-10-12,-0.77,3.438,1.037,56212.0,0.0
2012-10-13,0.08,4.154,0.459,56213.0,0.0
2012-10-14,0.958,2.611,0.24,56214.0,0.0
2012-10-15,-0.151,1.463,-0.959,56215.0,0.0
2012-10-16,-0.379,2.884,0.98,56216.0,0.0
2012-10-17,0.466,2.9,0.164,56217.0,0.0
2012-10-18,0.915,2.591,1.413,56218.0,0.0
2012-10-19,-0.185,2.543,2.045,56219.0,0.0
2012-10-20,0.722,4.465,1.063,56220.0,0.0
2012-10-21,0.116,1.803,-0.541,56221.0,0.0
2012-10-22,1.01,4.401,0.883,56222.0,0.0
2012-10-23,-1.622,3.072,0.239,56223.0,0.0
2012-10-24,0.201,3.033,1.079,56224.0,0.0
2012-10-25,-0.515,2.845,0.468,56225.0,0.0
2012-10-26,-1.172,1.383,-0.115,56226.0,0.0
2012-10-27,-0.653,2.342,-0.404,56227.0,0.0
2012-10-28,-0.776,2.75,0.716,56228.0,0.0
2012-10-29,-0.685,1.47,0.464,56229.0,0.0
2012-10-30,-0.797,2.297,0.124,56230.0,0.0
2012-10-31,0.081,2.969,-1.074,56231.0,0.0
2012-11-01,-0.378,1.15,-0.345,56232.0,0.0
2012-11-02,0.941,3.261,0.948,56233.0,0.0
2012-11-03,-0.674,2.412,0.559,56234.0,0.0
2012-11-04,-0.54,1.967,0.053,56235.0,0.0
2012-11-05,0.027,2.245,0.918,56236.0,0.0
2012-11-06,-1.229,2.116,0.458,56237.0,0.0
2012-11-07,0.236,1.426,0.498,56238.0,0.0
2012-11-08,-0.551,2.784,1.705,56239.0,0.0
2012-11-09,-0.551,2.944,0.559,56240.0,0.0
2012-11-10,-2.58,1.871,-0.576,56241.0,0.0
2012-11-11,-0.821,3.099,0.233,56242.0,0.0
2012-11-12,-0.758,3.403,-0.131,56243.0,0.0
2012-11-13,0.08,1.662,0.768,56244.0,0.0
2012-11-14,-1.558,2.899,-0.977,56245.0,0.0
2012-11-15,0.774,2.466,-0.706,56246.0,0.0
2012-11-16,-1.401,2.086,0.384,56247.0,0.0
2012-11-17,-0.188,1.483,-0.08,56248.0,0.0
2012-11-18,-0.415,1.518,-1.069,56249.0,0.0
2012-11-19,-0.417,3.739,1.447,56250.0,0.0
2012-11-20,1.075,2.628,0.168,56251.0,0.0
2012-11-21,-0.635,3.139,-0.4,56252.0,0.0
2012-11-22,-0.721,2.225,0.925,56253.0,0.0
2012-11-23,1.121,1.68,-0.694,56254.0,0.0
2012-11-24,0.131,3.271,1.429,56255.0,0.0
2012-11-25,1.513,2.673,0.319,56256.0,0.0
2012-11-26,0.098,2.746,0.783,56257.0,0.0
2012-11-27,0.171,1.877,0.738,56258.0,0.0
2012-11-28,0.091,2.094,-1.741,56259.0,0.0
2012-11-29,-0.114,2.954,-0.581,56260.0,0.0
2012-11-30,-1.329,2.157,-0.222,56261.0,0.0
2012-12-01,-0.645,2.628,-0.414,56262.0,0.0
2012-12-02,-0.276,3.22,0.921,56263.0,0.0
2012-12-03,0.219,2.66,-0.012,56264.0,0.0
2012-12-04,-0.721,2.637,-0.467,56265.0,0.0
2012-12-05,-0.91,3.184,0.825,56266.0,0.0
2012-12-06,-0.239,2.101,-0.624,56267.0,0.0
2012-12-07,-0.058,3.511,0.802,56268.0,0.0
2012-12-08,-0.541,2.338,1.857,56269.0,0.0
2012-12-09,0.159,3.33,-0.05,56270.0,0.0
2012-12-10,-1.322,2.973,0.098,56271.0,0.0
2012-12-11,0.781,3.532,1.378,56272.0,0.0
2012-12-12,0.144,2.74,0.47,56273.0,0.0
2012-12-13,-1.701,3.946,0.028,56274.0,0.0
2012-12-14,0.548,3.666,-0.312,56275.0,0.0
2012-12-15,-0.379,2.999,0.195,56276.0,0.0
2012-12-16,0.226,2.057,-0.752,56277.0,0.0
2012-12-17,-0.549,2.502,0.089,56278.0,0.0
2012-12-18,-1.472,3.038,0.938,56279.0,0.0
2012-12-19,-0.614,1.918,-0.483,56280.0,0.0
2012-12-20,-0.025,3.773,-1.343,56281.0,0.0
2012-12-21,-0.079,3.54,-1.184,56282.0,0.0
2012-12-22,-1.028,2.752,-0.786,56283.0,0.0
2012-12-23,0.043,1.124,-0.565,56284.0,0.0
2012-12-24,0.187,2.479,-0.006,56285.0,0.0
2012-12-25,-0.201,3.294,0.1,56286.0,0.0
2012-12-26,1.211,2.152,-1.159,56287.0,0.0
2012-12-27,-0.214,2.264,0.477,56288.0,0.0
2012-12-28,-0.584,2.536,0.3,56289.0,0.0
2012-12-29,0.401,3.5,0.054,56290.0,0.0
2012-12-30,0.137,3.331,-0.762,56291.0,0.0
2012-12-31,0.378,1.817,0.398,56292.0,0.0
2013-01-01,-0.952,2.671,-0.346,56293.0,0.0
2013-01-02,-0.752,1.962,-0.072,56294.0,0.0
2013-01-03,1.28,1.36,-0.044,56295.0,0.0
2013-01-04,-2.412,2.972,-1.399,56296.0,0.0
2013-01-05,-0.59,1.57,-1.056,56297.0,0.0
2013-01-06,-0.73,1.703,0.185,56298.0,0.0
2013-01-07,-0.717,2.284,0.02,56299.0,0.0
2013-01-08,0.852,1.683,-0.572,56300.0,0.0
2013-01-09,-1.356,1.327,-0.79,56301.0,0.0
2013-01-10,1.088,1.417,-0.814,56302.0,0.0
2013-01-11,-0.389,1.641,-0.609,56303.0,0.0
2013-01-12,-1.376,2.841,0.394,56304.0,0.0
2013-01-13,-0.647,2.41,-0.959,56305.0,0.0
2013-01-14,-0.987,2.47,-1.591,56306.0,0.0
2013-01-15,-0.027,1.694,-0.807,56307.0,0.0
2013-01-16,0.787,1.863,-0.135,56308.0,0.0
2013-01-17,0.276,1.653,0.841,56309.0,0.0
2013-01-18,0.234,1.322,-0.128,56310.0,0.0
2013-01-19,-0.7509999999999999,1.254,0.6900000000000001,56311.0,0.0
2013-01-20,0.179,1.606,0.09399999999999997,56312.0,0.0
2013-01-21,0.14,-1.166,0.5169999999999999,56313.0,0.0
2013-01-22,-1.399,-0.03299999999999992,1.302,56314.0,0.0
2013-01-23,-0.062,1.65,1.605,56315.0,0.0
2013-01-24,-0.08199999999999996,0.5609999999999999,0.41999999999999993,56316.0,0.0
2013-01-25,0.923,0.5790000000000002,0.627,56317.0,0.0
2013-01-26,0.767,1.915,1.655,56318.0,0.0
2013-01-27,-1.637,2.785,2.7279999999999998,56319.0,0.0
2013-01-28,-0.684,0.18500000000000005,1.053,56320.0,0.0
2013-01-29,0.21300000000000002,0.927,2.3129999999999997,56321.0,0.0
2013-01-30,1.108,-0.45799999999999996,0.5189999999999999,56322.0,0.0
2013-01-31,-0.273,1.375,0.83,56323.0,0.0
2013-02-01,-0.51,1.354,0.726,56324.0,0.0
2013-02-02,-0.16399999999999992,1.379,0.496,56325.0,0.0
2013-02-03,-0.262,0.43999999999999995,-0.6000000000000001,56326.0,0.0
2013-02-04,-0.20099999999999996,-0.3959999999999999,0.7529999999999999,56327.0,0.0
2013-02-05,-0.9329999999999999,0.33299999999999996,2.778,56328.0,0.0
2013-02-06,-0.86,1.1429999999999998,0.598,56329.0,0.0
2013-02-07,1.085,0.351,1.49,56330.0,0.0
2013-02-08,0.553,0.8159999999999998,0.6759999999999999,56331.0,0.0
2013-02-09,0.652,0.9580000000000002,0.2779999999999999,56332.0,0.0
2013-02-10,0.028000000000000025,1.408,0.14100000000000001,56333.0,0.0
2013-02-11,-0.45799999999999996,0.4790000000000001,1.568,56334.0,0.0
2013-02-12,-0.055999999999999994,0.11699999999999999,2.038,56335.0,0.0
2013-02-13,-0.19199999999999995,1.4089999999999998,1.22,56336.0,0.0
2013-02-14,-0.271,0.4950000000000001,0.03600000000000003,56337.0,0.0
2013-02-15,0.15600000000000003,-0.19599999999999995,0.628,56338.0,0.0
2013-02-16,0.383,1.5219999999999998,0.45199999999999996,56339.0,0.0
2013-02-17,1.25,1.0990000000000002,1.701,56340.0,0.0
2013-02-18,0.07600000000000001,1.036,2.286,56341.0,0.0
2013-02-19,-0.5579999999999999,1.145,0.627,56342.0,0.0
2013-02-20,-0.876,1.104,1.156,56343.0,0.0
2013-02-21,-0.735,0.7010000000000001,1.399,56344.0,0.0
2013-02-22,-0.805,0.5739999999999998,0.7469999999999999,56345.0,0.0
2013-02-23,0.726,1.2959999999999998,1.1099999999999999,56346.0,0.0
2013-02-24,-0.20099999999999996,-0.802,0.62,56347.0,0.0
2013-02-25,0.11400000000000005,-0.07800000000000007,-0.41400000000000015,56348.0,0.0
2013-02-26,0.41800000000000004,0.33499999999999996,0.728,56349.0,0.0
2013-02-27,0.467,0.43300000000000005,0.377,56350.0,0.0
2013-02-28,-1.0059999999999998,-0.46799999999999997,1.71,56351.0,0.0
2013-03-01,0.5760000000000001,0.847,2.073,56352.0,0.0
2013-03-02,0.07900000000000001,0.43100000000000005,1.688,56353.0,0.0
2013-03-03,-1.1589999999999998,0.871,0.865,56354.0,0.0
2013-03-04,-0.8729999999999999,0.29600000000000004,1.034,56355.0,0.0
2013-03-05,-0.255,0.129,-0.39400000000000013,56356.0,0.0
2013-03-06,-0.693,0.248,0.6579999999999999,56357.0,0.0
2013-03-07,2.0020000000000002,1.625,1.047,56358.0,0.0
2013-03-08,0.639,0.81,0.30699999999999994,56359.0,0.0
2013-03-09,-0.034999999999999976,1.2469999999999999,1.284,56360.0,0.0
2013-03-10,-0.775,0.3460000000000001,0.2839999999999999,56361.0,0.0
2013-03-11,-0.852,0.6739999999999999,0.21399999999999997,56362.0,0.0
2013-03-12,0.34,0.8940000000000001,0.583,56363.0,0.0
2013-03-13,-0.14200000000000002,0.18599999999999994,0.964,56364.0,0.0
2013-03-14,-0.28,-0.1160000000000001,-0.2470000000000001,56365.0,0.0
2013-03-15,0.251,1.931,1.775,56366.0,0.0
2013-03-16,0.47900000000000004,1.8090000000000002,0.5309999999999999,56367.0,0.0
2013-03-17,-0.11499999999999999,0.07699999999999996,-0.3440000000000001,56368.0,0.0
2013-03-18,0.12,0.6480000000000001,-0.8019999999999998,56369.0,0.0
2013-03-19,0.006000000000000005,1.581,1.194,56370.0,0.0
2013-03-20,1.095,0.04200000000000004,0.6719999999999999,56371.0,0.0
2013-03-21,-0.16299999999999992,0.6139999999999999,1.3319999999999999,56372.0,0.0
2013-03-22,0.673,0.15700000000000003,1.928,56373.0,0.0
2013-03-23,1.1179999999999999,0.2250000000000001,1.286,56374.0,0.0
2013-03-24,0.835,1.2839999999999998,0.727,56375.0,0.0
2013-03-25,-0.09399999999999997,1.6749999999999998,1.121,56376.0,0.0
2013-03-26,-0.43899999999999995,1.8250000000000002,0.564,56377.0,0.0
2013-03-27,0.747,1.2730000000000001,0.11999999999999988,56378.0,0.0
2013-03-28,0.542,0.9009999999999998,1.541,56379.0,0.0
2013-03-29,-0.09099999999999997,3.2830000000000004,2.13,56380.0,0.0
2013-03-30,0.5650000000000001,-0.31099999999999994,1.121,56381.0,0.0
2013-03-31,1.053,0.3999999999999999,1.762,56382.0,0.0
