time,e,n,u,do,label
2012-07-13,0.604,0.294,0.694,56121.0,0.0
2012-07-14,-1.322,0.497,-0.919,56122.0,0.0
2012-07-15,-1.409,3.176,-0.737,56123.0,0.0
2012-07-16,0.789,0.587,-0.528,56124.0,0.0
2012-07-17,1.104,-0.139,-1.117,56125.0,0.0
2012-07-18,-0.9,0.686,-1.001,56126.0,0.0
2012-07-19,-0.742,1.512,-0.27,56127.0,0.0
2012-07-20,-0.626,1.441,-0.473,56128.0,0.0
2012-07-21,-1.255,2.87,0.16,56129.0,0.0
2012-07-22,0.243,2.744,1.895,56130.0,0.0
2012-07-23,0.235,1.231,0.292,56131.0,0.0
2012-07-24,-1.492,2.584,-1.194,56132.0,0.0
2012-07-25,-1.548,2.506,-1.217,56133.0,0.0
2012-07-26,-1.262,2.252,1.412,56134.0,0.0
2012-07-27,-0.193,0.258,-0.716,56135.0,0.0
2012-07-28,0.527,0.221,1.125,56136.0,0.0
2012-07-29,-0.694,1.874,-0.537,56137.0,0.0
2012-07-30,0.264,1.02,0.168,56138.0,0.0
2012-07-31,-0.535,2.84,-1.137,56139.0,0.0
2012-08-01,-0.825,2.577,0.023,56140.0,0.0
2012-08-02,0.189,1.825,0.61,56141.0,0.0
2012-08-03,-1.805,1.535,0.505,56142.0,0.0
2012-08-04,1.149,2.546,0.068,56143.0,0.0
2012-08-05,0.451,1.991,-0.357,56144.0,0.0
2012-08-06,-0.383,2.793,-0.247,56145.0,0.0
2012-08-07,-0.677,1.528,1.828,56146.0,0.0
2012-08-08,-0.325,1.91,1.6,56147.0,0.0
2012-08-09,-0.115,2.649,-0.463,56148.0,0.0
2012-08-10,0.479,2.317,0.124,56149.0,0.0
2012-08-11,-1.03,1.222,0.389,56150.0,0.0
2012-08-12,-0.368,3.485,0.817,56151.0,0.0
2012-08-13,-1.21,2.995,0.117,56152.0,0.0
2012-08-14,-0.318,3.889,0.253,56153.0,0.0
2012-08-15,-0.888,2.563,0.685,56154.0,0.0
2012-08-16,-0.323,2.634,-0.011,56155.0,0.0
2012-08-17,0.11,2.053,-0.558,56156.0,0.0
2012-08-18,0.237,0.503,-1.412,56157.0,0.0
2012-08-19,-0.392,2.331,-1.675,56158.0,0.0
2012-08-20,0.874,0.825,0.817,56159.0,0.0
2012-08-21,-0.001,1.619,0.378,56160.0,0.0
2012-08-22,1.249,2.831,0.386,56161.0,0.0
2012-08-23,-0.577,1.688,1.183,56162.0,0.0
2012-08-24,0.182,2.508,0.933,56163.0,0.0
2012-08-25,-0.442,3.279,-0.363,56164.0,0.0
2012-08-26,1.017,1.554,1.665,56165.0,0.0
2012-08-27,-0.339,1.141,0.207,56166.0,0.0
2012-08-28,-1.098,1.915,1.673,56167.0,0.0
2012-08-29,-0.243,3.114,-0.468,56168.0,0.0
2012-08-30,-0.045,2.362,2.4,56169.0,0.0
2012-08-31,-0.921,2.733,0.071,56170.0,0.0
2012-09-01,-0.402,1.819,0.95,56171.0,0.0
2012-09-02,0.204,0.334,0.374,56172.0,0.0
2012-09-03,0.828,3.09,0.192,56173.0,0.0
2012-09-04,-0.571,2.814,-0.487,56174.0,0.0
2012-09-05,-0.24,2.076,2.288,56175.0,0.0
2012-09-06,-0.969,2.942,-0.383,56176.0,0.0
2012-09-07,-0.172,1.72,-0.107,56177.0,0.0
2012-09-08,-0.471,1.232,1.298,56178.0,0.0
2012-09-09,1.104,2.621,0.096,56179.0,0.0
2012-09-10,-0.767,1.268,0.78,56180.0,0.0
2012-09-11,-1.078,2.412,-0.134,56181.0,0.0
2012-09-12,-1.458,2.584,0.123,56182.0,0.0
2012-09-13,0.664,2.272,1.09,56183.0,0.0
2012-09-14,-0.346,3.062,0.465,56184.0,0.0
2012-09-15,0.395,2.054,0.295,56185.0,0.0
2012-09-16,-0.335,2.419,0.348,56186.0,0.0
2012-09-17,-0.195,4.642,0.563,56187.0,0.0
2012-09-18,0.588,3.207,-0.138,56188.0,0.0
2012-09-19,0.716,3.273,0.009,56189.0,0.0
2012-09-20,0.83,1.983,1.064,56190.0,0.0
2012-09-21,-0.649,3.153,0.972,56191.0,0.0
2012-09-22,-0.165,2.945,-0.557,56192.0,0.0
2012-09-23,2.428,2.843,1.238,56193.0,0.0
2012-09-24,-1.071,1.29,0.569,56194.0,0.0
2012-09-25,-0.219,2.027,0.967,56195.0,0.0
2012-09-26,-0.028,3.414,-1.687,56196.0,0.0
2012-09-27,-0.139,3.574,-1.001,56197.0,0.0
2012-09-28,-0.318,3.581,0.349,56198.0,0.0
2012-09-29,1.067,3.77,1.494,56199.0,0.0
2012-09-30,-0.142,4.462,1.084,56200.0,0.0
2012-10-01,-0.101,3.063,0.697,56201.0,0.0
2012-10-02,0.317,3.49,-1.404,56202.0,0.0
2012-10-03,-0.144,3.261,1.075,56203.0,0.0
2012-10-04,0.373,4.582,-0.147,56204.0,0.0
2012-10-05,0.712,3.879,-0.325,56205.0,0.0
2012-10-06,0.214,3.106,-1.143,56206.0,0.0
2012-10-07,1.228,2.184,-1.27,56207.0,0.0
2012-10-08,0.473,2.586,0.06,56208.0,0.0
2012-10-09,-0.981,1.707,-0.287,56209.0,0.0
2012-10-10,-0.091,2.388,1.042,56210.0,0.0
2012-10-11,0.139,3.402,1.559,56211.0,0.0
2012-10-12,-0.478,4.187,1.559,56212.0,0.0
2012-10-13,0.315,5.197,0.922,56213.0,0.0
2012-10-14,1.148,3.279,0.682,56214.0,0.0
2012-10-15,0.151,1.932,-0.635,56215.0,0.0
2012-10-16,-0.033,3.444,1.469,56216.0,0.0
2012-10-17,0.788,3.384,0.548,56217.0,0.0
2012-10-18,1.199,3.342,1.914,56218.0,0.0
2012-10-19,0.163,3.128,2.742,56219.0,0.0
2012-10-20,0.99,5.39,1.516,56220.0,0.0
2012-10-21,0.405,2.32,-0.283,56221.0,0.0
2012-10-22,1.24,5.387,1.347,56222.0,0.0
2012-10-23,-1.283,3.824,0.662,56223.0,0.0
2012-10-24,0.418,3.804,1.642,56224.0,0.0
2012-10-25,-0.224,3.367,0.957,56225.0,0.0
2012-10-26,-0.756,2.156,0.182,56226.0,0.0
2012-10-27,-0.328,3.445,-0.066,56227.0,0.0
2012-10-28,-0.431,3.668,1.152,56228.0,0.0
2012-10-29,-0.317,2.353,0.992,56229.0,0.0
2012-10-30,-0.487,2.77,0.418,56230.0,0.0
2012-10-31,0.35,3.424,-0.844,56231.0,0.0
2012-11-01,-0.13,1.517,-0.039,56232.0,0.0
2012-11-02,1.083,3.939,1.548,56233.0,0.0
2012-11-03,-0.382,3.276,0.883,56234.0,0.0
2012-11-04,-0.255,2.756,0.279,56235.0,0.0
2012-11-05,0.287,2.87,1.468,56236.0,0.0
2012-11-06,-0.884,2.853,0.972,56237.0,0.0
2012-11-07,0.5,1.807,1.041,56238.0,0.0
2012-11-08,-0.283,3.149,2.501,56239.0,0.0
2012-11-09,-0.275,3.479,1.227,56240.0,0.0
2012-11-10,-2.203,2.236,-0.181,56241.0,0.0
2012-11-11,-0.587,3.717,0.748,56242.0,0.0
2012-11-12,-0.555,3.991,0.291,56243.0,0.0
2012-11-13,0.203,2.371,1.431,56244.0,0.0
2012-11-14,-1.27,3.607,-0.575,56245.0,0.0
2012-11-15,0.915,3.141,-0.365,56246.0,0.0
2012-11-16,-1.126,3.025,0.83,56247.0,0.0
2012-11-17,0.034,2.291,0.549,56248.0,0.0
2012-11-18,-0.172,2.025,-0.65,56249.0,0.0
2012-11-19,-0.184,4.904,2.167,56250.0,0.0
2012-11-20,1.203,3.861,0.77,56251.0,0.0
2012-11-21,-0.421,4.29,-0.018,56252.0,0.0
2012-11-22,-0.556,3.083,1.493,56253.0,0.0
2012-11-23,1.114,2.75,-0.163,56254.0,0.0
2012-11-24,0.223,4.617,2.161,56255.0,0.0
2012-11-25,1.488,3.736,0.739,56256.0,0.0
2012-11-26,0.213,3.904,1.371,56257.0,0.0
2012-11-27,0.342,2.85,1.517,56258.0,0.0
2012-11-28,0.304,2.921,-1.213,56259.0,0.0
2012-11-29,0.077,4.038,-0.041,56260.0,0.0
2012-11-30,-1.075,3.052,0.375,56261.0,0.0
2012-12-01,-0.452,3.314,-0.085,56262.0,0.0
2012-12-02,-0.114,3.968,1.379,56263.0,0.0
2012-12-03,0.323,3.457,0.294,56264.0,0.0
2012-12-04,-0.554,3.454,-0.047,56265.0,0.0
2012-12-05,-0.684,4.026,1.357,56266.0,0.0
2012-12-06,-0.06,2.557,-0.313,56267.0,0.0
2012-12-07,0.102,4.481,1.288,56268.0,0.0
2012-12-08,-0.314,2.869,2.458,56269.0,0.0
2012-12-09,0.235,3.963,0.348,56270.0,0.0
2012-12-10,-1.107,3.641,0.502,56271.0,0.0
2012-12-11,0.849,4.221,2.014,56272.0,0.0
2012-12-12,0.278,3.473,0.968,56273.0,0.0
2012-12-13,-1.394,4.684,0.404,56274.0,0.0
2012-12-14,0.679,4.363,0.133,56275.0,0.0
2012-12-15,-0.126,3.727,0.847,56276.0,0.0
2012-12-16,0.426,2.78,-0.288,56277.0,0.0
2012-12-17,-0.201,3.234,0.957,56278.0,0.0
2012-12-18,-1.04,3.538,1.915,56279.0,0.0
2012-12-19,-0.218,2.598,0.239,56280.0,0.0
2012-12-20,0.306,4.666,-0.772,56281.0,0.0
2012-12-21,0.219,4.764,-0.479,56282.0,0.0
2012-12-22,-0.61,3.701,-0.141,56283.0,0.0
2012-12-23,0.357,1.76,0.008,56284.0,0.0
2012-12-24,0.511,3.412,0.572,56285.0,0.0
2012-12-25,0.182,3.94,0.704,56286.0,0.0
2012-12-26,1.485,2.846,-0.586,56287.0,0.0
2012-12-27,0.173,2.585,1.168,56288.0,0.0
2012-12-28,-0.2,3.167,1.064,56289.0,0.0
2012-12-29,0.732,4.036,0.783,56290.0,0.0
2012-12-30,0.518,3.845,-0.108,56291.0,0.0
2012-12-31,0.728,1.858,0.934,56292.0,0.0
2013-01-01,-0.491,3.058,0.247,56293.0,0.0
2013-01-02,-0.261,2.609,0.418,56294.0,0.0
2013-01-03,1.623,2.182,0.542,56295.0,0.0
2013-01-04,-1.759,3.8,-1.04,56296.0,0.0
2013-01-05,-0.055,2.395,-0.646,56297.0,0.0
2013-01-06,-0.205,2.351,0.684,56298.0,0.0
2013-01-07,-0.25,3.146,0.57,56299.0,0.0
2013-01-08,1.199,2.61,-0.063,56300.0,0.0
2013-01-09,-0.819,2.112,-0.156,56301.0,0.0
2013-01-10,1.463,2.167,-0.539,56302.0,0.0
2013-01-11,0.079,2.338,-0.212,56303.0,0.0
2013-01-12,-0.826,3.673,0.837,56304.0,0.0
2013-01-13,-0.11,3.227,-0.625,56305.0,0.0
2013-01-14,-0.418,2.943,-1.319,56306.0,0.0
2013-01-15,0.467,2.199,-0.28,56307.0,0.0
2013-01-16,1.236,2.143,0.349,56308.0,0.0
2013-01-17,0.7,2.395,1.108,56309.0,0.0
2013-01-18,0.54,2.979,-0.138,56310.0,0.0
2013-01-19,-0.382,3.164,0.348,56311.0,0.0
2013-01-20,0.34,4.175,-0.526,56312.0,0.0
2013-01-21,0.251,1.197,-0.126,56313.0,0.0
2013-01-22,-1.197,2.175,0.62,56314.0,0.0
2013-01-23,0.083,4.0,1.12,56315.0,0.0
2013-01-24,-0.01,3.072,-0.215,56316.0,0.0
2013-01-25,0.9,2.819,0.107,56317.0,0.0
2013-01-26,0.709,4.021,0.843,56318.0,0.0
2013-01-27,-1.526,5.12,2.184,56319.0,0.0
2013-01-28,-0.667,2.425,0.193,56320.0,0.0
2013-01-29,0.121,3.022,1.582,56321.0,0.0
2013-01-30,0.98,1.529,-0.225,56322.0,0.0
2013-01-31,-0.303,3.573,0.123,56323.0,0.0
2013-02-01,-0.507,3.776,0.036,56324.0,0.0
2013-02-02,-0.204,3.554,-0.346,56325.0,0.0
2013-02-03,-0.306,2.407,-1.533,56326.0,0.0
2013-02-04,-0.311,1.723,0.115,56327.0,0.0
2013-02-05,-0.997,2.564,2.287,56328.0,0.0
2013-02-06,-0.952,3.344,-0.165,56329.0,0.0
2013-02-07,0.785,2.236,0.819,56330.0,0.0
2013-02-08,0.211,2.846,0.004,56331.0,0.0
2013-02-09,0.323,2.741,-0.477,56332.0,0.0
2013-02-10,-0.261,3.455,-0.537,56333.0,0.0
2013-02-11,-0.675,2.396,0.977,56334.0,0.0
2013-02-12,-0.296,2.029,1.481,56335.0,0.0
2013-02-13,-0.488,3.253,0.578,56336.0,0.0
2013-02-14,-0.567,2.168,-0.725,56337.0,0.0
2013-02-15,-0.21,1.85,0.041,56338.0,0.0
2013-02-16,0.033,3.84,-0.127,56339.0,0.0
2013-02-17,0.808,3.338,1.348,56340.0,0.0
2013-02-18,-0.269,3.446,1.902,56341.0,0.0
2013-02-19,-0.88,2.924,-0.299,56342.0,0.0
2013-02-20,-1.191,2.855,0.406,56343.0,0.0
2013-02-21,-1.07,2.672,0.76,56344.0,0.0
2013-02-22,-1.169,2.448,-0.092,56345.0,0.0
2013-02-23,0.266,3.615,0.467,56346.0,0.0
2013-02-24,-0.59,1.222,-0.233,56347.0,0.0
2013-02-25,-0.338,2.135,-1.127,56348.0,0.0
2013-02-26,-0.059,2.493,0.142,56349.0,0.0
2013-02-27,-0.025,2.674,-0.381,56350.0,0.0
2013-02-28,-1.369,1.758,1.082,56351.0,0.0
2013-03-01,0.091,3.059,1.51,56352.0,0.0
2013-03-02,-0.377,2.734,1.067,56353.0,0.0
2013-03-03,-1.522,3.006,0.231,56354.0,0.0
2013-03-04,-1.256,2.384,0.269,56355.0,0.0
2013-03-05,-0.686,2.266,-1.374,56356.0,0.0
2013-03-06,-1.11,2.324,-0.12,56357.0,0.0
2013-03-07,1.379,3.627,0.411,56358.0,0.0
2013-03-08,0.116,2.582,-0.285,56359.0,0.0
2013-03-09,-0.54,3.271,0.844,56360.0,0.0
2013-03-10,-1.223,2.005,-0.385,56361.0,0.0
2013-03-11,-1.339,2.899,-0.438,56362.0,0.0
2013-03-12,-0.214,3.046,-0.073,56363.0,0.0
2013-03-13,-0.618,2.276,0.346,56364.0,0.0
2013-03-14,-0.735,1.859,-1.095,56365.0,0.0
2013-03-15,-0.223,3.789,1.285,56366.0,0.0
2013-03-16,0.039,3.573,-0.046,56367.0,0.0
2013-03-17,-0.517,1.871,-1.02,56368.0,0.0
2013-03-18,-0.318,2.447,-1.485,56369.0,0.0
2013-03-19,-0.452,3.576,0.763,56370.0,0.0
2013-03-20,0.552,1.886,0.159,56371.0,0.0
2013-03-21,-0.576,2.647,0.796,56372.0,0.0
2013-03-22,0.193,2.183,1.535,56373.0,0.0
2013-03-23,0.629,1.771,0.978,56374.0,0.0
2013-03-24,0.413,3.007,0.168,56375.0,0.0
2013-03-25,-0.408,3.47,0.645,56376.0,0.0
2013-03-26,-0.738,3.696,-0.044,56377.0,0.0
2013-03-27,0.396,3.385,-0.674,56378.0,0.0
2013-03-28,0.189,2.735,0.905,56379.0,0.0
2013-03-29,-0.399,5.723,1.572,56380.0,0.0
2013-03-30,0.232,1.696,0.51,56381.0,0.0
2013-03-31,0.689,2.328,1.169,56382.0,0.0
2013-04-01,-0.484,2.971,0.053,56383.0,0.0
2013-04-02,0.18,3.42,0.473,56384.0,0.0
2013-04-03,-0.833,3.157,0.644,56385.0,0.0
2013-04-04,-0.04,3.327,1.381,56386.0,0.0
2013-04-05,-0.458,2.202,-0.901,56387.0,0.0
2013-04-06,0.845,3.865,-0.934,56388.0,0.0
2013-04-07,-0.282,4.609,-0.843,56389.0,0.0
2013-04-08,-0.118,2.865,-1.138,56390.0,0.0
2013-04-09,0.605,2.914,1.401,56391.0,0.0
2013-04-10,-1.087,2.32,-0.558,56392.0,0.0
2013-04-11,-1.393,3.215,1.418,56393.0,0.0
2013-04-12,-0.944,3.044,-0.282,56394.0,0.0
2013-04-13,-0.825,3.341,-0.896,56395.0,0.0
2013-04-14,-0.212,3.784,0.532,56396.0,0.0
2013-04-15,0.669,1.361,0.389,56397.0,0.0
2013-04-16,-0.537,2.948,-0.794,56398.0,0.0
2013-04-17,-1.034,4.543,-1.442,56399.0,0.0
2013-04-18,-0.47,2.624,-0.904,56400.0,0.0
2013-04-19,-0.254,1.665,0.467,56401.0,0.0
2013-04-20,-0.807,2.992,0.247,56402.0,0.0
2013-04-21,-0.628,3.154,0.193,56403.0,0.0
